query_id,query,order,threshold,file_id,table_id,id
8,(Graph Convolutional Network) OR (GCN) AND (node classification),60,0.0,2408.02575v1,S2.T2,2408.02575v1_S2.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),61,0.0,2409.08498v1,S4.T4,2409.08498v1_S4.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),62,0.0,2409.17874,S3.T1.5.1,2409.17874_S3.T1.5.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),63,0.0,2406.06679,Pt0.A1.T5,2406.06679_Pt0.A1.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),64,0.0,2406.15319,S3.T1.1.1,2406.15319_S3.T1.1.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),65,0.0,2406.15319,S3.T1.1.1.1.1.3.1,2406.15319_S3.T1.1.1.1.1.3.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),66,0.0,2301.10799v2,S3.T2,2301.10799v2_S3.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),67,0.0,2405.13018,Sx4.T2,2405.13018_Sx4.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),68,0.0,2406.15319,A1.T8.1.1,2406.15319_A1.T8.1.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),69,0.0,2409.03893v2,S2.T1,2409.03893v2_S2.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),70,0.0,2301.10799v2,S3.T1,2301.10799v2_S3.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),71,0.0,2406.06679,S4.T3,2406.06679_S4.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),72,0.0,2405.13018,Sx5.T3,2405.13018_Sx5.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),73,0.0,2409.17874,S4.T2.4.2,2409.17874_S4.T2.4.2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),74,0.0,2404.18961v1,S4.T9,2404.18961v1_S4.T9
8,(Graph Convolutional Network) OR (GCN) AND (node classification),75,0.0,2305.00873,S6.T4,2305.00873_S6.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),76,0.0,2305.00873,S6.T3,2305.00873_S6.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),77,0.0,2406.06679,S4.T4,2406.06679_S4.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),78,0.0,2406.15319,S3.T4.1,2406.15319_S3.T4.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),79,0.0,2305.00873,S6.T2,2305.00873_S6.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),80,0.0,2301.10799v2,A3.T6,2301.10799v2_A3.T6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),81,0.0,2410.13042v1,A2.T5,2410.13042v1_A2.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),82,0.0,2408.01931v2,S5.T4,2408.01931v2_S5.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),83,0.0,2208.07900,S4.T1.2,2208.07900_S4.T1.2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),84,0.0,2208.07900,A7.T9.4,2208.07900_A7.T9.4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),85,0.0,2301.10799v2,A3.T5,2301.10799v2_A3.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),86,0.0,2410.13042v1,A2.T8,2410.13042v1_A2.T8
8,(Graph Convolutional Network) OR (GCN) AND (node classification),87,0.0,2406.15319,A1.T7.1,2406.15319_A1.T7.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),88,0.0,2211.15217,A1.T7,2211.15217_A1.T7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),89,0.0,2410.13042v1,S4.T4,2410.13042v1_S4.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),90,0.0,2407.05154,S3.T2.2.2,2407.05154_S3.T2.2.2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),91,0.0,2211.15217,A1.T9,2211.15217_A1.T9
8,(Graph Convolutional Network) OR (GCN) AND (node classification),92,0.0,2211.15217,A1.T8,2211.15217_A1.T8
8,(Graph Convolutional Network) OR (GCN) AND (node classification),93,0.0,2208.07900,A5.T5.4,2208.07900_A5.T5.4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),94,0.0,2006.05148,S3.T1,2006.05148_S3.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),95,0.0,2407.05154,S2.T1.3,2407.05154_S2.T1.3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),96,0.0,2407.05154,S2.T1.4,2407.05154_S2.T1.4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),97,0.0,2404.18961v1,S2.T2,2404.18961v1_S2.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),98,0.0,2410.10089v1,S4.T4,2410.10089v1_S4.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),99,0.0,2406.06679,S4.T1,2406.06679_S4.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),100,0.0,2301.10799v2,A6.T7,2301.10799v2_A6.T7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),101,0.0,2208.07900,S3.E8,2208.07900_S3.E8
8,(Graph Convolutional Network) OR (GCN) AND (node classification),102,0.0,2301.10799v2,A6.T8,2301.10799v2_A6.T8
8,(Graph Convolutional Network) OR (GCN) AND (node classification),103,0.0,2407.05154,S3.T4.1.1,2407.05154_S3.T4.1.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),104,0.0,2408.01931v2,S5.T2,2408.01931v2_S5.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),105,0.0,2208.07900,S3.E4,2208.07900_S3.E4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),106,0.0,2211.15217,S6.T2,2211.15217_S6.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),107,0.0,2211.15217,S6.T1,2211.15217_S6.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),108,0.0,2409.08498v1,A2.T13,2409.08498v1_A2.T13
8,(Graph Convolutional Network) OR (GCN) AND (node classification),109,0.0,2208.07900,A7.T8.6,2208.07900_A7.T8.6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),110,0.0,2410.13042v1,S3.T3,2410.13042v1_S3.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),111,0.0,2407.05154,S3.T5.1.1,2407.05154_S3.T5.1.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),112,0.0,2006.05148,S4.T4,2006.05148_S4.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),113,0.0,2303.12317,A2.T5,2303.12317_A2.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),114,0.0,2409.08933v1,S5.T3,2409.08933v1_S5.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),115,0.0,2208.07900,A5.T6.18,2208.07900_A5.T6.18
8,(Graph Convolutional Network) OR (GCN) AND (node classification),116,0.0,2409.17874,A4.T3.2.2,2409.17874_A4.T3.2.2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),117,0.0,2208.07900,S2.E1,2208.07900_S2.E1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),118,0.0,2409.08498v1,S5.T10,2409.08498v1_S5.T10
8,(Graph Convolutional Network) OR (GCN) AND (node classification),119,0.0,2303.12317,S3.T1,2303.12317_S3.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),120,0.0,2208.07900,S2.E2,2208.07900_S2.E2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),121,0.0,2211.15217,S6.T3,2211.15217_S6.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),122,0.0,2407.05154,S3.T3.1,2407.05154_S3.T3.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),123,0.0,2208.07900,S5.T3.7,2208.07900_S5.T3.7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),124,0.0,2409.08933v1,S5.T6,2409.08933v1_S5.T6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),125,0.0,2208.07900,S3.E7,2208.07900_S3.E7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),126,0.0,2404.10029,S4.T1,2404.10029_S4.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),127,0.0,2211.15217,S6.T5,2211.15217_S6.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),128,0.0,2410.13042v1,S2.T1,2410.13042v1_S2.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),129,0.0,2407.05154,S4.T9.2.2,2407.05154_S4.T9.2.2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),130,0.0,2208.07900,A4.T4.15,2208.07900_A4.T4.15
8,(Graph Convolutional Network) OR (GCN) AND (node classification),131,0.0,2407.05154,S3.T6.1.1,2407.05154_S3.T6.1.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),132,0.0,2409.08498v1,S4.T2,2409.08498v1_S4.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),133,0.0,2409.08498v1,S1.T1,2409.08498v1_S1.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),134,0.0,2208.07900,A6.T7.6,2208.07900_A6.T7.6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),135,0.0,2410.13042v1,Sx1.T0a,2410.13042v1_Sx1.T0a
8,(Graph Convolutional Network) OR (GCN) AND (node classification),136,0.0,2409.08933v1,S5.T4,2409.08933v1_S5.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),137,0.0,2208.07900,S4.E9,2208.07900_S4.E9
8,(Graph Convolutional Network) OR (GCN) AND (node classification),138,0.0,2410.13042v1,S2.T2a,2410.13042v1_S2.T2a
8,(Graph Convolutional Network) OR (GCN) AND (node classification),139,0.0,2408.01931v2,S5.T3,2408.01931v2_S5.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),140,0.0,2408.01931v2,S5.T7,2408.01931v2_S5.T7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),141,0.0,2408.01931v2,S3.T1,2408.01931v2_S3.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),142,0.0,2407.05154,S5.T12.1,2407.05154_S5.T12.1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),143,0.0,2409.08933v1,S5.T5,2409.08933v1_S5.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),144,0.0,2303.05977v2,S5.T4,2303.05977v2_S5.T4
8,(Graph Convolutional Network) OR (GCN) AND (node classification),145,0.0,2409.08498v1,S5.T6,2409.08498v1_S5.T6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),146,0.0,2410.13042v1,S2.T2,2410.13042v1_S2.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),147,0.0,2409.08498v1,A1.T12,2409.08498v1_A1.T12
8,(Graph Convolutional Network) OR (GCN) AND (node classification),148,0.0,2208.07900,S5.T2.15,2208.07900_S5.T2.15
8,(Graph Convolutional Network) OR (GCN) AND (node classification),149,0.0,2409.08498v1,S5.T11,2409.08498v1_S5.T11
8,(Graph Convolutional Network) OR (GCN) AND (node classification),150,0.0,2405.13018,Sx4.T1,2405.13018_Sx4.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),151,0.0,2409.08498v1,S5.T8,2409.08498v1_S5.T8
8,(Graph Convolutional Network) OR (GCN) AND (node classification),152,0.0,2409.08933v1,S2.T1,2409.08933v1_S2.T1
8,(Graph Convolutional Network) OR (GCN) AND (node classification),153,0.0,2006.05148,S4.T2,2006.05148_S4.T2
8,(Graph Convolutional Network) OR (GCN) AND (node classification),154,0.0,2006.05148,S4.T3,2006.05148_S4.T3
8,(Graph Convolutional Network) OR (GCN) AND (node classification),155,0.0,2410.13042v1,Sx1.T0,2410.13042v1_Sx1.T0
8,(Graph Convolutional Network) OR (GCN) AND (node classification),156,0.0,2405.13018,Sx5.T5,2405.13018_Sx5.T5
8,(Graph Convolutional Network) OR (GCN) AND (node classification),157,0.0,2410.13042v1,A2.T6,2410.13042v1_A2.T6
8,(Graph Convolutional Network) OR (GCN) AND (node classification),158,0.0,2410.13042v1,A2.T7,2410.13042v1_A2.T7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),159,0.0,2409.08498v1,S5.T7,2409.08498v1_S5.T7
8,(Graph Convolutional Network) OR (GCN) AND (node classification),160,0.0,2409.08933v1,S5.T2,2409.08933v1_S5.T2
9,((Question Answering) AND (visual)) OR (VQA),0,0.0,2303.05977v2,S5.T4,2303.05977v2_S5.T4
9,((Question Answering) AND (visual)) OR (VQA),1,0.0,1609.05600v2,S5.T1,1609.05600v2_S5.T1
9,((Question Answering) AND (visual)) OR (VQA),2,0.0,2303.05977v2,S5.T3,2303.05977v2_S5.T3
9,((Question Answering) AND (visual)) OR (VQA),3,0.0,2301.10799v2,A6.T9,2301.10799v2_A6.T9
9,((Question Answering) AND (visual)) OR (VQA),4,0.0,2303.05977v2,S4.T1,2303.05977v2_S4.T1
9,((Question Answering) AND (visual)) OR (VQA),5,0.0,2301.10799v2,A2.T4,2301.10799v2_A2.T4
9,((Question Answering) AND (visual)) OR (VQA),6,0.0,2303.05977v2,S5.T2,2303.05977v2_S5.T2
9,((Question Answering) AND (visual)) OR (VQA),7,0.0,2301.10799v2,S3.T1,2301.10799v2_S3.T1
9,((Question Answering) AND (visual)) OR (VQA),8,0.0,2301.10799v2,S3.T2,2301.10799v2_S3.T2
9,((Question Answering) AND (visual)) OR (VQA),9,0.0,2404.18961v1,S2.SS1.89,2404.18961v1_S2.SS1.89
9,((Question Answering) AND (visual)) OR (VQA),10,0.0,2301.10799v2,A6.T7,2301.10799v2_A6.T7
9,((Question Answering) AND (visual)) OR (VQA),11,0.0,2301.10799v2,A6.T8,2301.10799v2_A6.T8
9,((Question Answering) AND (visual)) OR (VQA),12,0.0,2301.10799v2,S5.T3,2301.10799v2_S5.T3
9,((Question Answering) AND (visual)) OR (VQA),13,0.0,2406.15319,A1.T8.1.1,2406.15319_A1.T8.1.1
9,((Question Answering) AND (visual)) OR (VQA),14,0.0,2406.15319,S3.T1.1.1,2406.15319_S3.T1.1.1
9,((Question Answering) AND (visual)) OR (VQA),15,0.0,2406.15319,S3.T1.1.1.1.1.3.1,2406.15319_S3.T1.1.1.1.1.3.1
9,((Question Answering) AND (visual)) OR (VQA),16,0.0,2406.15319,S3.T2.1.1,2406.15319_S3.T2.1.1
9,((Question Answering) AND (visual)) OR (VQA),17,0.0,1609.05600v2,S5.T2,1609.05600v2_S5.T2
9,((Question Answering) AND (visual)) OR (VQA),18,0.0,2408.01931v2,S5.T4,2408.01931v2_S5.T4
9,((Question Answering) AND (visual)) OR (VQA),19,0.0,2406.15319,S3.T5.2,2406.15319_S3.T5.2
9,((Question Answering) AND (visual)) OR (VQA),20,0.0,2406.15319,S3.T5.1,2406.15319_S3.T5.1
9,((Question Answering) AND (visual)) OR (VQA),21,0.0,2410.13042v1,A2.T6,2410.13042v1_A2.T6
9,((Question Answering) AND (visual)) OR (VQA),22,0.0,2407.05154,S4.T11.3.3,2407.05154_S4.T11.3.3
9,((Question Answering) AND (visual)) OR (VQA),23,0.0,2410.13042v1,A2.T7,2410.13042v1_A2.T7
9,((Question Answering) AND (visual)) OR (VQA),24,0.0,2409.08498v1,S4.T2,2409.08498v1_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),25,0.0,2409.08498v1,S5.T10,2409.08498v1_S5.T10
9,((Question Answering) AND (visual)) OR (VQA),26,0.0,2409.03893v2,S2.T1,2409.03893v2_S2.T1
9,((Question Answering) AND (visual)) OR (VQA),27,0.0,2407.05154,S4.T10.19.19,2407.05154_S4.T10.19.19
9,((Question Answering) AND (visual)) OR (VQA),28,0.0,2404.18961v1,S2.T3,2404.18961v1_S2.T3
9,((Question Answering) AND (visual)) OR (VQA),29,0.0,2404.18961v1,S2.T2,2404.18961v1_S2.T2
9,((Question Answering) AND (visual)) OR (VQA),30,0.0,2409.08498v1,S4.T3,2409.08498v1_S4.T3
9,((Question Answering) AND (visual)) OR (VQA),31,0.0,2406.15319,S3.T3.1.1,2406.15319_S3.T3.1.1
9,((Question Answering) AND (visual)) OR (VQA),32,0.0,2407.05154,S4.T8.3,2407.05154_S4.T8.3
9,((Question Answering) AND (visual)) OR (VQA),33,0.0,2404.18961v1,S2.T6,2404.18961v1_S2.T6
9,((Question Answering) AND (visual)) OR (VQA),34,0.0,2301.10799v2,A3.T6,2301.10799v2_A3.T6
9,((Question Answering) AND (visual)) OR (VQA),35,0.0,2406.15319,A1.T7.1,2406.15319_A1.T7.1
9,((Question Answering) AND (visual)) OR (VQA),36,0.0,2406.15319,S3.T6.1.1,2406.15319_S3.T6.1.1
9,((Question Answering) AND (visual)) OR (VQA),37,0.0,2407.05154,S4.T7.11,2407.05154_S4.T7.11
9,((Question Answering) AND (visual)) OR (VQA),38,0.0,2409.08498v1,S5.T7,2409.08498v1_S5.T7
9,((Question Answering) AND (visual)) OR (VQA),39,0.0,2301.10799v2,A3.T5,2301.10799v2_A3.T5
9,((Question Answering) AND (visual)) OR (VQA),40,0.0,2410.10089v1,S4.T4,2410.10089v1_S4.T4
9,((Question Answering) AND (visual)) OR (VQA),41,0.0,2409.08498v1,A2.T14,2409.08498v1_A2.T14
9,((Question Answering) AND (visual)) OR (VQA),42,0.0,2409.08498v1,S5.T11,2409.08498v1_S5.T11
9,((Question Answering) AND (visual)) OR (VQA),43,0.0,2410.13042v1,A2.T5,2410.13042v1_A2.T5
9,((Question Answering) AND (visual)) OR (VQA),44,0.0,2409.08498v1,A2.T13,2409.08498v1_A2.T13
9,((Question Answering) AND (visual)) OR (VQA),45,0.0,2404.18961v1,S1.T1,2404.18961v1_S1.T1
9,((Question Answering) AND (visual)) OR (VQA),46,0.0,2303.12317,S6.T3,2303.12317_S6.T3
9,((Question Answering) AND (visual)) OR (VQA),47,0.0,2407.05154,S3.T2.2.2,2407.05154_S3.T2.2.2
9,((Question Answering) AND (visual)) OR (VQA),48,0.0,2409.08498v1,S5.T5,2409.08498v1_S5.T5
9,((Question Answering) AND (visual)) OR (VQA),49,0.0,2407.05154,S2.T1.3,2407.05154_S2.T1.3
9,((Question Answering) AND (visual)) OR (VQA),50,0.0,2407.05154,S2.T1.4,2407.05154_S2.T1.4
9,((Question Answering) AND (visual)) OR (VQA),51,0.0,2410.10089v1,S4.T2,2410.10089v1_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),52,0.0,2405.13018,Sx5.T4,2405.13018_Sx5.T4
9,((Question Answering) AND (visual)) OR (VQA),53,0.0,2409.08498v1,S5.T6,2409.08498v1_S5.T6
9,((Question Answering) AND (visual)) OR (VQA),54,0.0,2406.06679,Pt0.A2.T6,2406.06679_Pt0.A2.T6
9,((Question Answering) AND (visual)) OR (VQA),55,0.0,2410.10089v1,S4.T3,2410.10089v1_S4.T3
9,((Question Answering) AND (visual)) OR (VQA),56,0.0,2410.13042v1,S3.T3,2410.13042v1_S3.T3
9,((Question Answering) AND (visual)) OR (VQA),57,0.0,2409.08498v1,S4.T4,2409.08498v1_S4.T4
9,((Question Answering) AND (visual)) OR (VQA),58,0.0,2211.15217,A1.T7,2211.15217_A1.T7
9,((Question Answering) AND (visual)) OR (VQA),59,0.0,2409.08933v1,S5.T5,2409.08933v1_S5.T5
9,((Question Answering) AND (visual)) OR (VQA),60,0.0,2211.15217,A1.T9,2211.15217_A1.T9
9,((Question Answering) AND (visual)) OR (VQA),61,0.0,2211.15217,A1.T8,2211.15217_A1.T8
9,((Question Answering) AND (visual)) OR (VQA),62,0.0,2410.13042v1,A2.T8,2410.13042v1_A2.T8
9,((Question Answering) AND (visual)) OR (VQA),63,0.0,2409.17874,A3.T1.2.2,2409.17874_A3.T1.2.2
9,((Question Answering) AND (visual)) OR (VQA),64,0.0,2303.12317,S6.T4,2303.12317_S6.T4
9,((Question Answering) AND (visual)) OR (VQA),65,0.0,2407.05154,S3.T3.1,2407.05154_S3.T3.1
9,((Question Answering) AND (visual)) OR (VQA),66,0.0,2409.17874,S4.T3.2.2,2409.17874_S4.T3.2.2
9,((Question Answering) AND (visual)) OR (VQA),67,0.0,2408.01931v2,S5.T6,2408.01931v2_S5.T6
9,((Question Answering) AND (visual)) OR (VQA),68,0.0,2211.15217,A1.T10,2211.15217_A1.T10
9,((Question Answering) AND (visual)) OR (VQA),69,0.0,2409.08933v1,S5.T2,2409.08933v1_S5.T2
9,((Question Answering) AND (visual)) OR (VQA),70,0.0,2406.06679,S4.T4,2406.06679_S4.T4
9,((Question Answering) AND (visual)) OR (VQA),71,0.0,2409.17874,S4.T2.4.2,2409.17874_S4.T2.4.2
9,((Question Answering) AND (visual)) OR (VQA),72,0.0,2409.08498v1,S1.T1,2409.08498v1_S1.T1
9,((Question Answering) AND (visual)) OR (VQA),73,0.0,2409.17874,A4.T2.4.1,2409.17874_A4.T2.4.1
9,((Question Answering) AND (visual)) OR (VQA),74,0.0,2409.08933v1,S5.T4,2409.08933v1_S5.T4
9,((Question Answering) AND (visual)) OR (VQA),75,0.0,2405.13018,A1.T6,2405.13018_A1.T6
9,((Question Answering) AND (visual)) OR (VQA),76,0.0,2410.10089v1,S4.T6,2410.10089v1_S4.T6
9,((Question Answering) AND (visual)) OR (VQA),77,0.0,2408.01931v2,S3.T1,2408.01931v2_S3.T1
9,((Question Answering) AND (visual)) OR (VQA),78,0.0,2208.07900,S2.E2,2208.07900_S2.E2
9,((Question Answering) AND (visual)) OR (VQA),79,0.0,2303.12317,A4.T7,2303.12317_A4.T7
9,((Question Answering) AND (visual)) OR (VQA),80,0.0,2407.05154,S4.T9.2.2,2407.05154_S4.T9.2.2
9,((Question Answering) AND (visual)) OR (VQA),81,0.0,2406.15319,S3.T4.1,2406.15319_S3.T4.1
9,((Question Answering) AND (visual)) OR (VQA),82,0.0,2410.10089v1,S4.T5,2410.10089v1_S4.T5
9,((Question Answering) AND (visual)) OR (VQA),83,0.0,2006.05148,S4.T4,2006.05148_S4.T4
9,((Question Answering) AND (visual)) OR (VQA),84,0.0,2410.13042v1,S4.T4,2410.13042v1_S4.T4
9,((Question Answering) AND (visual)) OR (VQA),85,0.0,2407.05154,S3.T4.1.1,2407.05154_S3.T4.1.1
9,((Question Answering) AND (visual)) OR (VQA),86,0.0,2404.18961v1,S2.T5,2404.18961v1_S2.T5
9,((Question Answering) AND (visual)) OR (VQA),87,0.0,2406.06679,S4.T1,2406.06679_S4.T1
9,((Question Answering) AND (visual)) OR (VQA),88,0.0,2406.15319,A1.T9.1,2406.15319_A1.T9.1
9,((Question Answering) AND (visual)) OR (VQA),89,0.0,2409.17874,A4.T3.2.2,2409.17874_A4.T3.2.2
9,((Question Answering) AND (visual)) OR (VQA),90,0.0,2305.00873,S6.T4,2305.00873_S6.T4
9,((Question Answering) AND (visual)) OR (VQA),91,0.0,2303.12317,S3.T1,2303.12317_S3.T1
9,((Question Answering) AND (visual)) OR (VQA),92,0.0,2006.05148,S4.T3,2006.05148_S4.T3
9,((Question Answering) AND (visual)) OR (VQA),93,0.0,2211.15217,A1.T11,2211.15217_A1.T11
9,((Question Answering) AND (visual)) OR (VQA),94,0.0,2404.18961v1,S4.T8,2404.18961v1_S4.T8
9,((Question Answering) AND (visual)) OR (VQA),95,0.0,2304.00570,S4.T2,2304.00570_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),96,0.0,2407.05154,S3.T5.1.1,2407.05154_S3.T5.1.1
9,((Question Answering) AND (visual)) OR (VQA),97,0.0,2409.17874,S3.T1.5.1,2409.17874_S3.T1.5.1
9,((Question Answering) AND (visual)) OR (VQA),98,0.0,2208.07900,A6.T7.6,2208.07900_A6.T7.6
9,((Question Answering) AND (visual)) OR (VQA),99,0.0,2303.12317,A6.T9,2303.12317_A6.T9
9,((Question Answering) AND (visual)) OR (VQA),100,0.0,2208.07900,A7.T9.4,2208.07900_A7.T9.4
9,((Question Answering) AND (visual)) OR (VQA),101,0.0,2406.06679,S4.T2,2406.06679_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),102,0.0,2006.05148,S3.T1,2006.05148_S3.T1
9,((Question Answering) AND (visual)) OR (VQA),103,0.0,2405.13018,Sx4.T1,2405.13018_Sx4.T1
9,((Question Answering) AND (visual)) OR (VQA),104,0.0,2006.05148,S4.T2,2006.05148_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),105,0.0,2408.02575v1,S2.T2,2408.02575v1_S2.T2
9,((Question Answering) AND (visual)) OR (VQA),106,0.0,2208.07900,S4.T1.2,2208.07900_S4.T1.2
9,((Question Answering) AND (visual)) OR (VQA),107,0.0,2211.15217,S6.T2,2211.15217_S6.T2
9,((Question Answering) AND (visual)) OR (VQA),108,0.0,2409.08498v1,A1.T12,2409.08498v1_A1.T12
9,((Question Answering) AND (visual)) OR (VQA),109,0.0,2410.13042v1,S2.T1,2410.13042v1_S2.T1
9,((Question Answering) AND (visual)) OR (VQA),110,0.0,2406.06679,Pt0.A1.T5,2406.06679_Pt0.A1.T5
9,((Question Answering) AND (visual)) OR (VQA),111,0.0,2303.12317,A5.T8,2303.12317_A5.T8
9,((Question Answering) AND (visual)) OR (VQA),112,0.0,2208.07900,S5.T3.7,2208.07900_S5.T3.7
9,((Question Answering) AND (visual)) OR (VQA),113,0.0,2405.13018,Sx5.T3,2405.13018_Sx5.T3
9,((Question Answering) AND (visual)) OR (VQA),114,0.0,2404.18961v1,S4.T9,2404.18961v1_S4.T9
9,((Question Answering) AND (visual)) OR (VQA),115,0.0,2407.05154,S3.T6.1.1,2407.05154_S3.T6.1.1
9,((Question Answering) AND (visual)) OR (VQA),116,0.0,2409.08498v1,S5.T8,2409.08498v1_S5.T8
9,((Question Answering) AND (visual)) OR (VQA),117,0.0,2208.07900,S5.T2.15,2208.07900_S5.T2.15
9,((Question Answering) AND (visual)) OR (VQA),118,0.0,2408.02575v1,S2.T1,2408.02575v1_S2.T1
9,((Question Answering) AND (visual)) OR (VQA),119,0.0,2208.07900,A7.T8.6,2208.07900_A7.T8.6
9,((Question Answering) AND (visual)) OR (VQA),120,0.0,2408.01931v2,S5.T5,2408.01931v2_S5.T5
9,((Question Answering) AND (visual)) OR (VQA),121,0.0,2409.08933v1,S2.T1,2409.08933v1_S2.T1
9,((Question Answering) AND (visual)) OR (VQA),122,0.0,2405.13018,Sx4.T2,2405.13018_Sx4.T2
9,((Question Answering) AND (visual)) OR (VQA),123,0.0,2303.12317,S4.T2,2303.12317_S4.T2
9,((Question Answering) AND (visual)) OR (VQA),124,0.0,2211.15217,S6.T3,2211.15217_S6.T3
9,((Question Answering) AND (visual)) OR (VQA),125,0.0,2406.06679,S4.T3,2406.06679_S4.T3
9,((Question Answering) AND (visual)) OR (VQA),126,0.0,2405.13018,Sx5.T5,2405.13018_Sx5.T5
9,((Question Answering) AND (visual)) OR (VQA),127,0.0,2409.08933v1,S5.T6,2409.08933v1_S5.T6
9,((Question Answering) AND (visual)) OR (VQA),128,0.0,2305.00873,S6.T2,2305.00873_S6.T2
9,((Question Answering) AND (visual)) OR (VQA),129,0.0,2211.15217,S6.T4,2211.15217_S6.T4
9,((Question Answering) AND (visual)) OR (VQA),130,0.0,2408.01931v2,S5.T7,2408.01931v2_S5.T7
9,((Question Answering) AND (visual)) OR (VQA),131,0.0,2208.07900,A5.T5.4,2208.07900_A5.T5.4
9,((Question Answering) AND (visual)) OR (VQA),132,0.0,2303.12317,A4.T6,2303.12317_A4.T6
9,((Question Answering) AND (visual)) OR (VQA),133,0.0,2305.00873,S5.T1,2305.00873_S5.T1
9,((Question Answering) AND (visual)) OR (VQA),134,0.0,2410.10089v1,S4.T1,2410.10089v1_S4.T1
9,((Question Answering) AND (visual)) OR (VQA),135,0.0,2305.00873,S6.T3,2305.00873_S6.T3
